field_id,date,timestamp,temperature,humidity_air,precipitation,wind_speed,soil_moisture,crop_type,soil_type,yield_actual,irrigation_volume,irrigation_recommended,is_anomaly,humidity,precipitation_7d,avg_temperature_7d,solar_radiation,crop_code,soil_code,yield_tha
field_004,2024-06-09,2024-06-09T00:00:00,12.54,93.52,15.96,3.93,71.49,sunflower,Суглинок,0.6054,0.0,0.0,False,93.52,156.41,10.19,267.09,2,1,2.422
field_005,2024-06-10,2024-06-10T00:00:00,27.7,28.87,8.51,0.31,43.33,wheat,Песчаник,0.4879,3.52,4.08,False,28.87,70.87,25.75,270.4,0,2,3.903
field_006,2024-06-10,2024-06-10T00:00:00,37.14,40.7,7.75,2.0,40.27,soy,Песчаник,0.3447,10.63,8.65,False,40.7,52.28,39.21,225.74,4,2,1.551
field_007,2024-06-10,2024-06-10T00:00:00,25.1,36.36,17.15,5.9,57.21,soy,Торфяной,0.535,3.34,2.73,False,36.36,170.07,24.83,497.55,4,4,2.408
field_008,2024-06-10,2024-06-10T00:00:00,10.51,47.37,0.87,2.11,32.78,soy,Чернозём,0.4323,14.29,11.28,False,47.37,4.77,11.47,216.82,4,0,1.945
field_009,2024-06-10,2024-06-10T00:00:00,31.6,78.81,24.92,10.28,84.64,wheat,Песчаник,0.4977,0.0,0.0,False,78.81,147.92,30.32,663.95,0,2,3.982
field_010,2024-06-10,2024-06-10T00:00:00,19.0,73.81,10.01,6.39,63.72,sugar_beet,Суглинок,0.7629,1.72,2.2,False,73.81,68.53,19.15,736.5,5,1,45.772
field_011,2024-06-11,2024-06-11T00:00:00,8.03,56.24,4.18,12.65,47.63,barley,Песчаник,0.3536,0.75,0.83,False,56.24,24.79,9.79,517.14,3,2,2.475
field_012,2024-06-11,2024-06-11T00:00:00,22.73,35.85,11.17,4.91,28.24,soy,Торфяной,0.4381,13.67,12.86,False,35.85,81.56,21.34,192.1,4,4,1.971
field_013,2024-06-11,2024-06-11T00:00:00,16.08,91.88,8.58,0.98,91.87,sunflower,Чернозём,0.7435,0.0,0.0,False,91.88,44.25,18.53,559.08,2,0,2.974
field_014,2024-06-11,2024-06-11T00:00:00,32.27,45.87,1.79,1.82,17.89,other,Чернозём,0.3626,13.54,14.74,False,45.87,6.72,31.93,671.33,6,0,2.176
field_015,2024-06-11,2024-06-11T00:00:00,37.34,64.78,10.38,7.2,61.61,barley,Торфяной,0.5075,0.0,0.0,False,64.78,108.2,34.74,451.0,3,4,3.552
field_016,2024-06-12,2024-06-12T00:00:00,28.06,66.58,5.36,6.42,50.87,other,Чернозём,0.476,3.06,3.19,False,66.58,45.37,28.92,152.64,6,0,2.856
field_017,2024-06-12,2024-06-12T00:00:00,14.65,72.85,7.72,12.19,67.05,corn,Суглинок,0.6695,0.0,0.0,False,72.85,80.88,17.15,730.17,1,1,8.034
field_018,2024-06-12,2024-06-12T00:00:00,22.19,26.23,6.86,6.87,31.67,soy,Торфяной,0.5608,11.23,11.67,False,26.23,69.84,21.08,262.52,4,4,2.523
field_019,2024-06-12,2024-06-12T00:00:00,6.61,58.77,20.37,8.23,57.9,corn,Песчаник,0.4564,2.49,2.48,False,58.77,175.34,6.06,411.75,1,2,5.477
field_020,2024-06-12,2024-06-12T00:00:00,19.98,26.16,5.91,4.06,20.18,barley,Глинистый,0.6036,9.88,10.44,False,26.16,41.39,20.22,578.73,3,3,4.225
field_001,2024-06-13,2024-06-13T00:00:00,11.26,55.22,19.67,10.44,-4.24,corn,Суглинок,0.6522,3.27,4.4,True,55.22,194.01,11.82,559.37,1,1,7.827
field_002,2024-06-13,2024-06-13T00:00:00,35.76,56.02,6.87,9.29,36.2,wheat,Песчаник,0.3795,5.4,6.58,False,56.02,44.7,35.13,232.74,0,2,3.036
field_003,2024-06-13,2024-06-13T00:00:00,33.2,34.15,2.17,4.12,24.42,wheat,Торфяной,0.4401,9.23,10.7,False,34.15,22.01,32.97,163.96,0,4,3.521
field_004,2024-06-13,2024-06-13T00:00:00,28.18,33.41,7.33,3.65,32.52,barley,Песчаник,0.5489,6.19,6.12,False,33.41,37.88,27.83,410.05,3,2,3.843
field_005,2024-06-13,2024-06-13T00:00:00,12.77,74.67,9.69,4.96,73.01,soy,Глинистый,0.5337,0.0,0.0,False,74.67,58.55,10.66,511.6,4,3,2.402
field_006,2024-06-13,2024-06-13T00:00:00,18.78,97.98,5.63,6.89,68.54,other,Чернозём,0.7952,0.0,0.0,False,97.98,30.74,18.44,565.2,6,0,4.771
field_007,2024-06-14,2024-06-14T00:00:00,22.46,46.06,4.5,1.97,24.78,corn,Суглинок,0.6571,10.87,14.08,False,46.06,43.39,23.72,677.66,1,1,7.885
field_008,2024-06-14,2024-06-14T00:00:00,18.56,93.71,8.1,5.89,74.24,soy,Торфяной,0.5329,0.0,0.0,False,93.71,74.55,20.05,702.24,4,4,2.398
field_009,2024-06-14,2024-06-14T00:00:00,21.6,49.92,5.4,8.93,34.38,sunflower,Глинистый,0.5649,9.68,8.97,False,49.92,37.25,22.9,604.63,2,3,2.26
field_010,2024-06-14,2024-06-14T00:00:00,17.73,77.88,15.79,13.78,65.8,sugar_beet,Торфяной,0.6426,1.55,1.47,False,77.88,76.04,19.88,507.13,5,4,38.555
field_011,2024-06-14,2024-06-14T00:00:00,27.95,75.45,5.7,3.54,47.18,barley,Песчаник,0.5177,0.91,0.99,False,75.45,49.51,26.37,286.67,3,2,3.624
field_012,2024-06-15,2024-06-15T00:00:00,10.56,36.61,12.16,4.66,38.04,other,Песчаник,0.4745,8.26,7.68,False,36.61,63.3,8.97,372.27,6,2,2.847
field_013,2024-06-15,2024-06-15T00:00:00,16.1,88.71,14.55,12.82,63.4,wheat,Чернозём,0.6262,0.0,0.0,False,88.71,92.91,15.89,637.13,0,0,5.01
field_014,2024-06-15,2024-06-15T00:00:00,15.75,49.29,15.83,12.01,68.26,other,Суглинок,0.4327,0.0,0.0,False,49.29,76.41,18.27,154.13,6,1,2.596
field_015,2024-06-15,2024-06-15T00:00:00,10.89,59.39,8.83,2.58,44.87,soy,Торфяной,0.4573,8.21,7.05,False,59.39,68.93,9.2,610.12,4,4,2.058
field_016,2024-06-15,2024-06-15T00:00:00,29.57,54.41,5.87,4.29,33.6,wheat,Торфяной,0.5812,7.94,7.49,False,54.41,42.42,27.79,268.18,0,4,4.65
field_017,2024-06-15,2024-06-15T00:00:00,37.18,86.32,21.98,4.71,98.0,barley,Глинистый,0.3982,0.0,0.0,True,86.32,173.77,37.99,410.93,3,3,2.788
field_018,2024-06-16,2024-06-16T00:00:00,34.81,28.39,13.12,12.42,35.02,soy,Торфяной,0.2917,8.29,10.49,False,28.39,102.4,33.0,264.06,4,4,1.313
field_019,2024-06-16,2024-06-16T00:00:00,18.93,42.94,24.97,3.39,60.46,sugar_beet,Торфяной,0.7585,2.58,3.34,False,42.94,127.55,20.91,738.15,5,4,45.511
field_020,2024-06-16,2024-06-16T00:00:00,14.61,65.1,13.74,4.44,51.17,sunflower,Песчаник,0.5425,3.11,3.09,False,65.1,106.06,11.95,246.72,2,2,2.17
field_001,2024-06-16,2024-06-16T00:00:00,17.51,45.17,12.58,13.79,37.81,corn,Глинистый,0.5068,7.51,9.51,False,45.17,69.94,16.57,453.44,1,3,6.082
field_002,2024-06-16,2024-06-16T00:00:00,30.11,37.74,14.53,11.04,38.06,corn,Торфяной,0.6079,8.24,9.43,False,37.74,93.26,27.42,398.16,1,4,7.294
field_003,2024-06-17,2024-06-17T00:00:00,31.56,50.09,9.11,11.64,-1.99,sunflower,Торфяной,0.5171,6.59,7.52,True,50.09,95.31,31.89,536.08,2,4,2.068
field_004,2024-06-17,2024-06-17T00:00:00,33.89,57.89,4.12,8.69,38.61,sugar_beet,Глинистый,0.4384,8.46,10.99,False,57.89,22.72,33.95,253.05,5,3,26.304
field_005,2024-06-17,2024-06-17T00:00:00,26.05,80.97,1.34,7.89,52.18,sugar_beet,Песчаник,0.4469,6.01,6.24,False,80.97,9.47,26.79,408.99,5,2,26.812
field_006,2024-06-17,2024-06-17T00:00:00,37.08,96.29,7.49,7.15,60.29,barley,Чернозём,0.5261,0.0,0.0,False,96.29,35.41,35.4,674.7,3,0,3.683
field_007,2024-06-17,2024-06-17T00:00:00,26.75,66.1,7.97,6.92,44.18,soy,Торфяной,0.502,7.98,7.29,False,66.1,79.79,25.74,687.54,4,4,2.259
field_008,2024-06-17,2024-06-17T00:00:00,21.59,40.87,1.57,4.43,16.68,other,Торфяной,0.445,11.63,15.0,False,40.87,5.53,20.54,423.14,6,4,2.67
field_009,2024-06-18,2024-06-18T00:00:00,27.71,78.54,9.16,8.87,53.97,soy,Торфяной,0.4324,3.11,3.86,False,78.54,79.91,25.45,579.86,4,4,1.946
field_010,2024-06-18,2024-06-18T00:00:00,11.72,25.31,12.61,9.53,32.16,sunflower,Чернозём,0.6151,6.95,9.74,False,25.31,90.74,12.67,151.92,2,0,2.46
field_011,2024-06-18,2024-06-18T00:00:00,36.32,66.79,15.21,13.65,57.84,soy,Песчаник,0.3144,2.89,2.51,False,66.79,125.81,34.06,678.21,4,2,1.415
field_012,2024-06-18,2024-06-18T00:00:00,14.01,37.57,4.26,13.04,30.32,corn,Чернозём,0.5155,11.78,12.14,False,37.57,28.57,12.03,181.25,1,0,6.186
field_013,2024-06-18,2024-06-18T00:00:00,38.69,91.5,10.12,1.98,75.69,barley,Чернозём,0.6356,0.0,0.0,False,91.5,67.2,37.94,325.71,3,0,4.449
field_014,2024-06-19,2024-06-19T00:00:00,21.82,57.29,3.44,12.84,48.49,corn,Песчаник,0.4683,6.52,5.78,False,57.29,12.15,19.98,630.15,1,2,5.619
field_015,2024-06-19,2024-06-19T00:00:00,11.44,32.86,10.94,3.88,28.83,other,Песчаник,0.4852,10.97,10.91,False,32.86,81.55,9.28,333.57,6,2,2.911
field_016,2024-06-19,2024-06-19T00:00:00,8.6,85.0,11.98,12.3,62.13,other,Глинистый,0.3891,0.0,0.0,False,85.0,47.15,7.15,601.04,6,3,2.335
field_017,2024-06-19,2024-06-19T00:00:00,27.78,67.71,3.87,12.22,44.78,wheat,Торфяной,0.6061,4.56,3.58,False,67.71,37.55,26.99,346.73,0,4,4.849
field_018,2024-06-19,2024-06-19T00:00:00,33.88,87.76,9.55,10.32,73.79,sugar_beet,Торфяной,0.4414,0.0,0.0,False,87.76,83.97,34.35,256.67,5,4,26.481
field_019,2024-06-19,2024-06-19T00:00:00,11.99,33.2,19.62,6.44,30.01,barley,Торфяной,0.6065,8.1,7.0,False,33.2,144.9,10.83,349.26,3,4,4.246
field_020,2024-06-20,2024-06-20T00:00:00,39.7,42.62,6.56,4.9,21.65,corn,Чернозём,0.6013,19.49,15.0,False,42.62,27.2,40.02,585.58,1,0,7.216
field_001,2024-06-20,2024-06-20T00:00:00,11.44,45.57,10.64,5.73,43.26,barley,Чернозём,0.769,2.23,2.36,False,45.57,55.9,10.52,357.02,3,0,5.383
field_002,2024-06-20,2024-06-20T00:00:00,8.03,71.3,21.6,12.92,74.28,sugar_beet,Песчаник,0.4347,0.0,0.0,False,71.3,81.81,5.9,511.36,5,2,26.082
field_003,2024-06-20,2024-06-20T00:00:00,13.64,36.74,8.95,4.1,30.22,other,Суглинок,0.488,12.73,10.42,False,36.74,79.87,14.81,647.66,6,1,2.928
field_004,2024-06-20,2024-06-20T00:00:00,15.43,30.07,18.09,10.62,49.33,barley,Глинистый,0.5147,0.29,0.23,False,30.07,158.09,16.43,697.93,3,3,3.603
field_005,2024-06-21,2024-06-21T00:00:00,25.85,55.42,9.09,12.63,39.87,barley,Торфяной,0.5992,3.39,3.54,False,55.42,83.96,26.71,235.31,3,4,4.194
field_006,2024-06-21,2024-06-21T00:00:00,33.99,48.05,3.63,9.64,44.03,sunflower,Суглинок,0.4889,4.64,5.59,False,48.05,38.08,31.17,540.13,2,1,1.956
field_007,2024-06-21,2024-06-21T00:00:00,12.67,75.86,19.59,2.91,74.72,sunflower,Песчаник,0.5645,0.0,0.0,False,75.86,94.45,11.1,201.6,2,2,2.258
field_008,2024-06-21,2024-06-21T00:00:00,39.24,58.85,10.84,0.86,60.13,barley,Глинистый,0.4346,0.0,0.0,False,58.85,69.2,38.12,562.7,3,3,3.043
field_009,2024-06-21,2024-06-21T00:00:00,24.35,78.24,8.87,10.91,68.76,soy,Суглинок,0.4822,0.0,0.0,False,78.24,41.17,22.71,310.59,4,1,2.17
field_010,2024-06-21,2024-06-21T00:00:00,6.09,95.08,3.69,0.38,77.93,other,Торфяной,0.4987,0.0,0.0,False,95.08,22.07,5.4,621.27,6,4,2.992
field_011,2024-06-22,2024-06-22T00:00:00,37.47,68.87,8.93,1.56,53.0,barley,Торфяной,0.4486,0.0,0.0,False,68.87,58.96,38.42,589.0,3,4,3.14
field_012,2024-06-22,2024-06-22T00:00:00,9.52,84.27,20.47,5.12,81.36,sugar_beet,Песчаник,0.5094,0.0,0.0,False,84.27,177.48,12.28,645.99,5,2,30.566
field_013,2024-06-22,2024-06-22T00:00:00,31.16,37.74,23.29,1.17,55.67,soy,Глинистый,0.375,2.49,3.26,False,37.74,168.0,29.23,265.15,4,3,1.688
field_014,2024-06-22,2024-06-22T00:00:00,6.93,84.11,19.9,1.16,62.41,soy,Торфяной,0.3792,1.01,0.91,False,84.11,89.36,7.04,529.54,4,4,1.706
field_015,2024-06-22,2024-06-22T00:00:00,12.34,57.92,14.33,5.32,54.8,wheat,Торфяной,0.6848,0.09,0.07,False,57.92,150.32,9.49,360.22,0,4,5.479
field_016,2024-06-23,2024-06-23T00:00:00,19.42,79.45,7.82,3.73,56.62,other,Торфяной,0.5943,0.84,1.18,False,79.45,63.64,17.85,666.26,6,4,3.566
field_017,2024-06-23,2024-06-23T00:00:00,10.99,62.0,2.82,5.78,54.79,other,Глинистый,0.4717,1.39,1.83,False,62.0,22.21,13.24,251.1,6,3,2.83
field_018,2024-06-23,2024-06-23T00:00:00,21.38,48.88,2.75,8.11,27.63,soy,Песчаник,0.3629,12.53,13.08,False,48.88,28.55,19.44,237.35,4,2,1.633
field_019,2024-06-23,2024-06-23T00:00:00,14.86,91.81,7.66,11.83,78.27,sugar_beet,Песчаник,0.5215,0.0,0.0,False,91.81,37.43,17.59,355.88,5,2,31.288
field_020,2024-06-23,2024-06-23T00:00:00,15.43,69.29,9.23,8.52,60.16,wheat,Песчаник,0.4679,0.0,0.0,False,69.29,32.39,18.2,509.06,0,2,3.744
field_001,2024-06-23,2024-06-23T00:00:00,28.48,58.2,7.2,12.34,36.87,other,Суглинок,0.4586,8.93,8.1,False,58.2,28.43,27.58,547.25,6,1,2.752
field_002,2024-06-24,2024-06-24T00:00:00,37.53,117.94,2.53,2.44,44.7,sugar_beet,Чернозём,0.5775,6.98,8.85,True,117.94,11.95,40.13,547.36,5,0,34.651
field_003,2024-06-24,2024-06-24T00:00:00,16.41,34.36,24.56,5.57,51.53,barley,Песчаник,0.5544,0.0,0.0,False,34.36,202.27,18.51,568.95,3,2,3.881
field_004,2024-06-24,2024-06-24T00:00:00,24.9,46.51,12.24,0.43,52.11,sunflower,Торфяной,0.7112,3.45,2.76,False,46.51,95.41,24.46,500.77,2,4,2.845
field_005,2024-06-24,2024-06-24T00:00:00,25.11,59.67,13.29,7.92,50.91,barley,Чернозём,0.8377,0.0,0.0,False,59.67,52.78,27.49,478.84,3,0,5.864
field_006,2024-06-24,2024-06-24T00:00:00,6.65,76.89,7.17,11.75,69.92,wheat,Торфяной,0.4222,0.0,0.0,False,76.89,57.82,7.41,414.27,0,4,3.377
field_007,2024-06-25,2024-06-25T00:00:00,27.46,69.86,0.26,4.46,48.54,soy,Суглинок,0.3132,5.49,5.76,False,69.86,2.02,28.87,185.39,4,1,1.409
field_008,2024-06-25,2024-06-25T00:00:00,8.96,73.81,6.56,11.22,46.05,sunflower,Глинистый,0.4,5.24,4.88,False,73.81,55.66,6.25,384.87,2,3,1.6
field_009,2024-06-25,2024-06-25T00:00:00,25.31,30.93,10.87,5.24,44.55,sugar_beet,Суглинок,0.6779,11.11,8.91,False,30.93,51.93,27.61,504.46,5,1,40.673
field_010,2024-06-25,2024-06-25T00:00:00,9.66,79.51,10.46,9.84,63.94,sunflower,Торфяной,0.4868,0.0,0.0,False,79.51,37.75,9.83,275.96,2,4,1.947
field_011,2024-06-25,2024-06-25T00:00:00,26.53,88.43,9.04,8.22,71.3,corn,Суглинок,0.6434,0.0,0.0,False,88.43,66.41,26.63,248.95,1,1,7.72
field_012,2024-06-25,2024-06-25T00:00:00,11.07,67.64,10.51,12.52,51.52,sugar_beet,Суглинок,0.5221,6.6,6.47,False,67.64,37.92,8.48,611.6,5,1,31.329
field_013,2024-06-26,2024-06-26T00:00:00,31.23,46.25,3.1,1.63,27.59,barley,Торфяной,0.6104,8.01,7.84,False,46.25,30.37,33.36,644.2,3,4,4.273
field_014,2024-06-26,2024-06-26T00:00:00,36.64,86.27,1.44,9.7,61.05,wheat,Глинистый,0.3343,0.0,0.0,False,86.27,11.25,38.27,739.8,0,3,2.674
field_015,2024-06-26,2024-06-26T00:00:00,8.44,32.32,19.08,12.38,42.41,wheat,Глинистый,0.3973,5.49,4.41,False,32.32,75.39,5.85,630.27,0,3,3.179
field_016,2024-06-26,2024-06-26T00:00:00,14.64,89.71,17.02,9.45,92.25,soy,Чернозём,0.5006,0.0,0.0,False,89.71,166.29,12.58,517.65,4,0,2.253
field_017,2024-06-26,2024-06-26T00:00:00,32.57,90.48,17.0,13.55,73.75,other,Суглинок,0.443,0.0,0.0,False,90.48,67.56,30.67,731.19,6,1,2.658
field_018,2024-06-27,2024-06-27T00:00:00,8.01,69.49,3.57,12.78,45.58,wheat,Суглинок,0.4671,3.24,3.3,False,69.49,24.83,6.44,198.01,0,1,3.737
field_019,2024-06-27,2024-06-27T00:00:00,17.54,69.99,8.79,7.52,55.97,sugar_beet,Суглинок,0.5471,5.52,4.91,False,69.99,76.67,19.35,295.68,5,1,32.828
field_020,2024-06-27,2024-06-27T00:00:00,30.34,31.4,24.89,10.4,38.15,corn,Торфяной,0.5598,11.16,9.4,False,31.4,260.34,30.13,296.14,1,4,6.718
field_001,2024-06-27,2024-06-27T00:00:00,33.7,75.42,3.31,12.73,53.06,other,Песчаник,0.3059,2.3,2.43,False,75.42,14.24,35.33,461.63,6,2,1.835
field_002,2024-06-27,2024-06-27T00:00:00,31.61,66.2,12.72,10.64,53.85,soy,Торфяной,0.3276,4.32,3.9,False,66.2,109.23,32.84,187.53,4,4,1.474
field_003,2024-06-27,2024-06-27T00:00:00,23.33,82.95,7.51,11.88,59.89,barley,Песчаник,0.503,0.0,0.0,False,82.95,36.88,22.43,567.56,3,2,3.521
field_004,2024-06-28,2024-06-28T00:00:00,29.04,43.12,13.13,9.25,49.06,sugar_beet,Глинистый,0.461,8.97,7.33,False,43.12,118.77,30.06,349.72,5,3,27.66
field_005,2024-06-28,2024-06-28T00:00:00,21.57,39.49,9.42,12.48,45.08,barley,Глинистый,0.5147,1.31,1.72,False,39.49,54.94,20.19,427.37,3,3,3.603
field_006,2024-06-28,2024-06-28T00:00:00,39.82,88.04,0.59,7.34,66.23,other,Песчаник,0.2783,0.0,0.0,False,88.04,3.12,37.08,498.84,6,2,1.67
field_007,2024-06-28,2024-06-28T00:00:00,27.61,78.61,16.83,2.97,54.03,barley,Глинистый,0.5421,0.0,0.0,False,78.61,98.01,29.57,226.98,3,3,3.795
field_008,2024-06-28,2024-06-28T00:00:00,10.8,59.88,15.18,3.36,61.81,soy,Песчаник,0.4928,1.11,1.12,False,59.88,71.9,12.07,336.93,4,2,2.218
field_009,2024-06-29,2024-06-29T00:00:00,14.12,36.54,21.07,11.91,42.05,sugar_beet,Песчаник,0.528,7.53,9.78,False,36.54,86.26,16.92,460.64,5,2,31.682
field_010,2024-06-29,2024-06-29T00:00:00,23.52,29.46,20.83,12.38,40.25,wheat,Песчаник,0.561,4.52,5.16,False,29.46,76.89,21.35,428.92,0,2,4.488
field_011,2024-06-29,2024-06-29T00:00:00,38.64,32.65,13.23,10.95,-1.34,soy,Глинистый,0.3165,5.97,6.1,True,32.65,71.52,37.23,628.76,4,3,1.424
field_012,2024-06-29,2024-06-29T00:00:00,15.58,65.99,4.23,13.9,48.2,soy,Суглинок,0.3626,5.0,5.88,False,65.99,39.09,17.49,177.56,4,1,1.632
field_013,2024-06-29,2024-06-29T00:00:00,24.34,42.51,9.84,2.32,45.05,sunflower,Торфяной,0.575,4.49,5.23,False,42.51,79.63,26.36,506.59,2,4,2.3
field_014,2024-06-29,2024-06-29T00:00:00,28.36,51.89,16.3,6.19,59.46,corn,Глинистый,0.531,1.45,1.94,False,51.89,96.65,28.09,177.35,1,3,6.372
field_015,2024-06-30,2024-06-30T00:00:00,15.81,26.05,3.89,10.89,29.33,wheat,Суглинок,0.5584,10.6,8.99,False,26.05,27.16,14.67,294.39,0,1,4.467
field_016,2024-06-30,2024-06-30T00:00:00,6.64,64.09,24.89,2.5,71.24,wheat,Глинистый,0.5115,0.0,0.0,False,64.09,255.89,4.96,356.97,0,3,4.092
field_017,2024-06-30,2024-06-30T00:00:00,16.78,73.7,9.15,1.78,66.96,barley,Глинистый,0.6601,0.0,0.0,False,73.7,34.78,16.05,439.96,3,3,4.621
field_018,2024-06-30,2024-06-30T00:00:00,18.17,67.39,20.4,8.1,59.99,barley,Чернозём,0.5864,0.0,0.0,False,67.39,194.37,20.08,221.31,3,0,4.105
field_019,2024-06-30,2024-06-30T00:00:00,34.9,82.15,21.43,1.95,80.53,sugar_beet,Чернозём,0.6269,0.0,0.0,False,82.15,189.03,36.11,525.66,5,0,37.612
field_020,2024-07-01,2024-07-01T00:00:00,38.21,96.47,22.33,2.38,95.76,sugar_beet,Чернозём,0.7186,0.0,0.0,False,96.47,98.94,40.48,672.65,5,0,43.117
field_001,2024-07-01,2024-07-01T00:00:00,20.96,34.08,0.52,3.32,21.04,sugar_beet,Песчаник,0.4139,10.55,15.0,False,34.08,5.4,23.22,320.74,5,2,24.836
field_002,2024-07-01,2024-07-01T00:00:00,52.68,63.59,9.71,6.22,51.07,corn,Песчаник,0.5195,4.08,4.88,True,63.59,60.66,37.46,451.28,1,2,6.235
field_003,2024-07-01,2024-07-01T00:00:00,24.97,84.0,22.17,4.85,78.85,wheat,Торфяной,0.7586,0.0,0.0,False,84.0,176.16,24.39,390.85,0,4,6.068
field_004,2024-07-01,2024-07-01T00:00:00,9.78,92.06,1.26,8.87,55.81,other,Глинистый,0.2478,1.78,1.47,False,92.06,4.52,7.87,464.08,6,3,1.487
field_005,2024-07-01,2024-07-01T00:00:00,6.16,66.81,2.08,5.08,23.69,sunflower,Чернозём,0.364,9.79,12.71,False,66.81,8.68,7.96,294.91,2,0,1.456
field_006,2024-07-02,2024-07-02T00:00:00,26.24,95.99,9.36,7.87,71.98,sugar_beet,Глинистый,0.731,0.0,0.0,False,95.99,37.04,26.47,233.76,5,3,43.858
field_007,2024-07-02,2024-07-02T00:00:00,38.84,96.52,3.23,3.88,60.23,corn,Суглинок,0.5214,1.93,1.67,False,96.52,19.63,39.44,379.59,1,1,6.257
field_008,2024-07-02,2024-07-02T00:00:00,9.61,88.01,0.01,1.21,52.79,other,Суглинок,0.2928,1.77,2.52,False,88.01,0.04,8.8,355.02,6,1,1.757
field_009,2024-07-02,2024-07-02T00:00:00,9.08,45.99,16.03,13.41,45.16,sunflower,Глинистый,0.3573,5.02,5.19,False,45.99,137.47,7.66,298.15,2,3,1.429
field_010,2024-07-02,2024-07-02T00:00:00,10.48,32.0,16.0,12.88,39.58,corn,Торфяной,0.5833,10.08,8.9,False,32.0,124.59,11.39,345.81,1,4,6.999
field_011,2024-07-03,2024-07-03T00:00:00,14.91,55.84,2.43,9.74,39.59,sugar_beet,Чернозём,0.5549,11.1,10.65,False,55.84,16.15,12.16,708.9,5,0,33.294
field_012,2024-07-03,2024-07-03T00:00:00,27.83,68.98,11.51,5.67,47.95,barley,Глинистый,0.6165,0.93,0.72,False,68.98,68.11,29.02,404.85,3,3,4.315
field_013,2024-07-03,2024-07-03T00:00:00,17.57,52.12,10.77,3.02,44.38,sunflower,Чернозём,0.7424,4.69,5.47,False,52.12,40.46,17.74,546.34,2,0,2.969
field_014,2024-07-03,2024-07-03T00:00:00,26.38,86.3,3.4,11.1,66.83,sugar_beet,Глинистый,0.5745,1.44,1.11,False,86.3,16.55,26.3,399.36,5,3,34.471
field_015,2024-07-03,2024-07-03T00:00:00,22.44,65.79,4.65,0.73,46.47,corn,Чернозём,0.691,7.45,6.48,False,65.79,21.07,23.51,323.94,1,0,8.292
field_016,2024-07-03,2024-07-03T00:00:00,25.95,43.08,3.88,6.39,23.44,sugar_beet,Торфяной,0.6845,11.81,15.0,False,43.08,28.1,27.13,411.82,5,4,41.07
field_017,2024-07-04,2024-07-04T00:00:00,8.97,60.44,7.79,11.51,42.14,corn,Торфяной,0.4386,5.96,8.0,False,60.44,51.93,8.57,443.96,1,4,5.263
field_018,2024-07-04,2024-07-04T00:00:00,28.4,86.19,14.15,2.59,70.32,corn,Песчаник,0.6724,0.0,0.0,False,86.19,112.91,26.47,625.01,1,2,8.069
field_019,2024-07-04,2024-07-04T00:00:00,18.25,85.83,5.12,9.22,64.39,wheat,Торфяной,0.6516,0.0,0.0,False,85.83,33.3,17.39,701.87,0,4,5.213
field_020,2024-07-04,2024-07-04T00:00:00,9.84,28.96,17.61,0.81,29.45,wheat,Чернозём,0.6039,7.45,8.94,False,28.96,117.52,11.87,630.65,0,0,4.832
field_001,2024-07-04,2024-07-04T00:00:00,5.9,27.58,18.18,3.98,50.03,wheat,Глинистый,0.4192,2.09,1.74,False,27.58,90.37,6.84,611.85,0,3,3.353
field_002,2024-07-05,2024-07-05T00:00:00,22.66,95.7,8.36,13.88,85.64,sunflower,Глинистый,0.6339,0.0,0.0,False,95.7,81.41,23.98,694.68,2,3,2.536
field_003,2024-07-05,2024-07-05T00:00:00,14.76,95.46,5.11,1.52,63.05,wheat,Чернозём,0.837,0.0,0.0,False,95.46,35.76,14.89,583.52,0,0,6.696
field_004,2024-07-05,2024-07-05T00:00:00,10.49,86.75,23.8,9.98,85.53,soy,Торфяной,0.4418,0.0,0.0,False,86.75,108.74,11.64,468.9,4,4,1.988
field_005,2024-07-05,2024-07-05T00:00:00,35.28,33.02,14.94,3.72,53.08,barley,Песчаник,0.5011,0.0,0.0,False,33.02,71.56,37.36,391.83,3,2,3.508
field_006,2024-07-05,2024-07-05T00:00:00,31.12,52.67,10.69,12.71,55.14,barley,Чернозём,0.6322,0.0,0.0,False,52.67,62.6,29.03,673.82,3,0,4.425
field_007,2024-07-05,2024-07-05T00:00:00,38.41,78.07,12.37,6.23,61.95,other,Глинистый,0.4423,0.0,0.0,False,78.07,102.95,40.05,607.93,6,3,2.654
field_008,2024-07-06,2024-07-06T00:00:00,22.78,59.46,8.7,5.22,48.59,corn,Глинистый,0.6191,5.92,5.74,False,59.46,69.43,22.9,671.52,1,3,7.429
field_009,2024-07-06,2024-07-06T00:00:00,35.84,28.77,24.33,12.3,53.99,barley,Суглинок,0.4514,0.0,0.0,False,28.77,205.05,34.55,327.65,3,1,3.16
field_010,2024-07-06,2024-07-06T00:00:00,28.05,79.98,4.33,3.06,56.94,sunflower,Песчаник,0.5572,0.95,1.07,False,79.98,41.78,26.7,735.75,2,2,2.229
field_011,2024-07-06,2024-07-06T00:00:00,26.04,80.41,19.83,3.15,67.77,wheat,Чернозём,0.8202,0.0,0.0,False,80.41,90.99,26.38,246.65,0,0,6.562
field_012,2024-07-06,2024-07-06T00:00:00,38.68,40.24,16.23,13.27,43.49,wheat,Песчаник,0.3569,3.91,4.03,False,40.24,80.86,35.79,410.4,0,2,2.856
